"quotedTweet/avatar","quotedTweet/fullname","quotedTweet/images/0","quotedTweet/links/0","quotedTweet/links/1","quotedTweet/links/2","quotedTweet/links/3","quotedTweet/links/4","quotedTweet/links/5","quotedTweet/links/6","quotedTweet/links/7","quotedTweet/links/8","quotedTweet/links/9","quotedTweet/links/10","quotedTweet/links/11","quotedTweet/links/12","quotedTweet/links/13","quotedTweet/links/14","quotedTweet/links/15","quotedTweet/links/16","quotedTweet/links/17","quotedTweet/text","quotedTweet/timestamp","quotedTweet/url","quotedTweet/username","links/0","links/1","links/2","links/3","links/4","links/5","links/6","links/7","links/8","links/9","user/avatar","user/description","user/joinDate","user/location","user/totalFollowers","user/totalFollowing","user/totalLikes","user/totalTweets","user/url","user/userFullName","user/username","user/verified","user/website","verified","replies","quotes","id","fullname","retweets","isReply","text","timestamp","likes","username"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","https://twitter.comnull",,,"false",,"true","0","0","1822634839222391154","Starbucks India","0","true","Hi - We are sorry to hear about that. Please DM us your contact number, our Customer Care Team would connect with you.","2024-08-11T14:03:00.000Z","0","@StarbucksIndia"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","https://twitter.comnull",,,"false",,"false","1","0","1822625137495306450","filterpapi","0","true","almost all cafes are cheaper and better than starbucks in india","2024-08-11T13:24:00.000Z","5","@filterpapi"
,,,,,,,,,,,,,,,,,,,,,,,,,"https://twitter.com/StarbucksIndia","https://twitter.com/search?q=%23PhoenixPalassio","https://twitter.com/search?q=%23Palassio","https://twitter.com/search?q=%23Lucknow","https://twitter.com/search?q=%23Starbucks",,,,,,,,,,"0","0","0","0","https://twitter.comnull",,,"false",,"false","0","0","1822599861780218329","Phoenix Palassio","0","false","Coffee lovers, rejoice!

Abhik Haldar just hit up @StarbucksIndia at #PhoenixPalassio and found the ultimate perk: 30% off all beverages until August 18th!

Swing by and sip on this unbeatable offer. Which drink will you indulge in first?

#Palassio #Lucknow #Starbucks","2024-08-11T11:44:00.000Z","0","@PhoenixPalassio"
,,,,,,,,,,,,,,,,,,,,,,,,,"https://twitter.com/StarbucksIndia","https://twitter.com/Starbucks",,,,,,,,,,,,,"0","0","0","0","https://twitter.comnull",,,"false",,"false","0","0","1822595899278659636","Abhi","0","false","@StarbucksIndia the Aircondition is not working in your Rcity Mall store on ground floor. @Starbucks","2024-08-11T11:28:00.000Z","0","@AbhimanyuOE"
"https://profile_images/1819556102876590080/PW2iqnS8.jpg","FreenBecky_RankingVN🇻🇳","https://pbs.twimg.com/media/GUorZ79b0AAlxnC.jpg","https://twitter.com/search?q=%23ฟรีนเบค","https://twitter.com/search?q=%23FreenBecky","https://twitter.com/search?q=%23srchafreen","https://twitter.com/sunshine_49","https://twitter.com/py2k03","https://twitter.com/familiampayne","https://twitter.com/Wbworld96","https://twitter.com/MakmyYuL","https://twitter.com/sheenachia12","https://docs.google.com/spreadsheets/d/16TFcDtLcAPCXgPZkK0_7lBvCDBUetAtWbDVWDdhfXe8/edit?usp=drivesdk","https://twitter.com/bfbphils","https://twitter.com/FreenBeckyINTL","https://twitter.com/FBWonderland_","https://twitter.com/RealesLatamFB","https://twitter.com/freenbeckeurop","https://twitter.com/FREENBECKCOL_","https://twitter.com/fbrankingvn","https://twitter.com/sheenachia12","#ฟรีนเบค #FreenBecky #srchafreen
We closed donation of ""BE MY FREENAIRY"" PROJECT and start to collect all funds, doing report after deducting fee, prepare documental for buying tickets and take hard-copy, DM fans to check and distribute for them.

We will give exact numbers of tickets later to let you guys know!
---------------------------------------
For fans who win, we will DM one by one with guidelines and contact to take tickets.

Note: some fans we cannot contact with wrong X account. Please check below list:
- No.13: @keey_lmnop Kaye Almeda >> cannot find X account
- No.20: @sunshine_49 Yayuk endah lestari >> X account protect, cannot DM
- No.37: @py2k03 cannot DM, leave a comment in a post but no reply.
- No23: @familiampayne DM but no reply
- No.7: @Wbworld96 DM but no reply
- No.38 @MakmyYuL DM but no reply

If there is no reply before 12th Aug 23:59 BKK, we are so sorry that we have to give this ticket to another girlfreen because our target to have more fans to join Freen's birthday.
-----------------------------------------
🤝Given tickets:
- 16th Aug, 16:00-18:00: at Starbucks Siam Center
- 17 Aug, 09:00 - 10:00: at Venue Thunder Dome Muangthong Thani
✅Please tell your number in checking name list, X account (or mail account) to receive your ticket on 16-17 Aug.

Please get tickets on time, otherwise we will give tickets to others.
In case, fans need help or information about giving tickets activity, please DM @sheenachia12, she helps us to give fans tickets.

📄List tickets for checking name (communication methods and email will be hidden), who got ""checked box"" mean that you got tickets
docs.google.com/spreadsheets…
------------------------------------------
Collaboration groups:
1⃣Philippines/ASIA : @bfbphils
2⃣Philippines/ASIA :@FreenBeckyINTL
3⃣USA: @FBWonderland_
4⃣ Latam @RealesLatamFB 
5⃣ Europe @freenbeckeurop 
6⃣ Colombia @FREENBECKCOL_ 
7⃣VietNam/ASIA @fbrankingvn
Support: @sheenachia12","2024-08-10T17:27:00.000Z","https://twitter.com/fbrankingvn/status/1822323942444454068","@fbrankingvn","https://x.com/fbrankingvn/status/1822323942444454068?s=46","https://twitter.com/bfbphils","https://twitter.com/FreenBeckyINTL","https://twitter.com/FBWonderland_","https://twitter.com/RealesLatamFB","https://twitter.com/freenbeckeurop","https://twitter.com/FREENBECKCOL_","https://twitter.com/fbrankingvn","https://twitter.com/sheenachia12",,,,,,"0","0","0","0","https://twitter.comnull",,,"false",,"true","58","2","1822565000927674775","Sheena Chia","231","false","All tickets from the donation project has been collected!! 😍😍

Ticket winners have all been contacted, these are the details for the collection! 

- 16th Aug, 16:00-18:00: at Starbucks Siam Center
- 17 Aug, 09:00 - 10:00: at Venue Thunder Dome

You can refer to the tweet below for more information!!
🔗: x.com/fbrankingvn/status/182…

Once again, a huge thank you to the collaboration groups for this project!! So proud to be a part of this!! ❤️🫶🏻

Collaboration groups:
1⃣Philippines/ASIA : @bfbphils
2⃣Philippines/ASIA :@FreenBeckyINTL
3⃣USA: @FBWonderland_
4⃣ Latam @RealesLatamFB 
5⃣ Europe @freenbeckeurop 
6⃣ Colombia @FREENBECKCOL_ 
7⃣VietNam/ASIA @fbrankingvn
Support: @sheenachia12","2024-08-11T09:25:00.000Z","418","@sheenachia12"
,,,,,,,,,,,,,,,,,,,,,,,,,"https://twitter.com/StarbucksIndia",,,,,,,,,,,,,,"0","0","0","0","https://twitter.comnull",,,"false",,"false","0","0","1822550867511304213","Balasubramanyam Pattavardhnam","0","true","I am a regular visitor to this outlet 😲.  I am having second thoughts now.  @StarbucksIndia is on the same street. Hope they are doing proper checks","2024-08-11T08:29:00.000Z","3","@bpbala"
,,,,,,,,,,,,,,,,,,,,,,,,,"https://twitter.com/StarbucksIndia","https://twitter.com/search?q=%23STARBUCKSDOWN",,,,,,,,,,,,,"0","0","0","0","https://twitter.comnull",,,"false",,"false","1","0","1822537307745890760","Sankara Mahalingam","0","false","@StarbucksIndia I went to Uptown branch and planned to spent 1k, while my mob charge was down & missed my charger & asked the so friendly customer executives who blindly refused. Moved out and spent that in ID HOTEL where customer rep was so friendly. Grow up team! #STARBUCKSDOWN","2024-08-11T07:35:00.000Z","0","@tweetsanks"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","https://twitter.comnull",,,"false",,"true","0","0","1822422879365140489","Benjamin Lockheart","0","true","Typical of India's obsession with modernization - losing its soul to Starbucks and bland, overpriced coffee chains. The rich history and culture of these iconic cafes gets sacrificed for the sake of ""progress"".","2024-08-11T00:00:00.000Z","3","@BlockHeartBen"
,,,,,,,,,,,,,,,,,,,,,,,,,"https://twitter.com/MEAIndia","https://twitter.com/search?q=%23Starbucks",,,,,,,,,,,,,"0","0","0","0","https://twitter.comnull",,,"false",,"true","8","2","1818899129512099865","Levina🇮🇳","55","false","How many CHEENI visit India❓❓❓
Any clue??? @MEAIndia 

I was a lil shocked to spot a lot of CHEENI (men and women) at the #Starbucks near my hotel in Delhi.

They were just too many visiting the place. 

I had to visit the restaurant multiple times. And each time I went I saw new gangs of Cheeni.","2024-08-01T06:38:00.000Z","130","@LevinaNeythiri"
,,,,,,,,,,,,,,,,,,,,,,,,,"https://twitter.com/StarbucksIndia",,,,,,,,,,,,,,"0","0","0","0","https://twitter.comnull",,,"false",,"false","0","0","1822344362266689809","🐦‍⬛Tina Ganguly 🐦‍⬛","0","false","I plan to try their pesto sourdough toast next, but I'm skeptical. Interestingly, most people were ordering cold coffee, not the hot ones @StarbucksIndia","2024-08-10T18:48:00.000Z","1","@gangulyteena"
"https://profile_images/1152652353235034113/RuwIghD9.jpg","Shergil 𓆉",,"https://twitter.com/search?q=%23TimHortons","https://twitter.com/search?q=%23Cndpoli",,,,,,,,,,,,,,,,,"Working at a Tim Hortons, especially in a big city, isn’t an easy job.  For the Punjabi students who work there, they usually are the most friendliest sweetest staff, it’s unfortunate so many venomous ppl in Canada 🇨🇦 and online Indian trolls 🧌👹 spread hate #TimHortons #Cndpoli","2024-08-10T04:49:00.000Z","https://twitter.com/sshergil190/status/1822133141353418762","@sshergil190",,,,,,,,,,,,,,,"0","0","0","0","https://twitter.comnull",,,"false",,"true","0","0","1822341978610139585","Zak","0","false","I used to work at Starbucks at a 5 star hotel. I would never call that a ""hard job.""

This video was made so Shergil the Slumlord here can continue to stuff his entire village into a one bedroom condo.

Strange post from the mommy/daddy obsessed Sikhs. Not even India wants them","2024-08-10T18:39:00.000Z","0","@bridgeinboston"
,,,,,,,,,,,,,,,,,,,,,,,,,"https://twitter.com/StarbucksIndia","https://twitter.com/Starbucks",,,,,,,,,,,,,"0","0","0","0","https://twitter.comnull",,,"false",,"false","0","0","1822259512780210601","Lyndon D'souza","0","false","Super Saturday with Tim Keller's book on Preaching and the 'Mocha Cookie Crumble Frappuccino' @StarbucksIndia @Starbucks","2024-08-10T13:11:00.000Z","0","@lyndon_dsouza"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","https://twitter.comnull",,,"false",,"false","4","0","1822253132195520714","Dipan Bag","0","false","Why do INDIANS, in INDIA, order Chai Tea Latte at Starbucks!?","2024-08-10T12:46:00.000Z","2","@bag_dipan"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","https://twitter.comnull",,,"false",,"true","0","0","1822242388531945944","Starbucks India","0","true","Hi - We are sorry to hear about that. Please DM us your contact number, our Customer Care Team would connect with you.","2024-08-10T12:03:00.000Z","0","@StarbucksIndia"
,,,,,,,,,,,,,,,,,,,,,,,,,"https://twitter.com/StarbucksIndia","https://twitter.com/StarbucksIndia",,,,,,,,,,,,,"0","0","0","0","https://twitter.comnull",,,"false",,"false","2","0","1822186641882013706","Hargovind Pujapanda","0","false","@StarbucksIndia  what  sort of behavior have you guys inducted to @StarbucksIndia Staff at Esplanade Mall Bhubaneswar.  I mean they don't even have a remorse of decency.I had a morning flight from Bhubaneswar so I visited Starbucks Esplande at around 9:40 - 9:45 am in the morning","2024-08-10T08:22:00.000Z","0","@HargovindPujap2"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","https://twitter.comnull",,,"false",,"true","0","0","1822178817089105998","Starbucks India","0","true","Hi Kannan - We are sorry to hear about that. Please DM us the store name / location along with your contact number and invoice details ,​ our Customer Care Team would connect with yo","2024-08-10T07:50:00.000Z","0","@StarbucksIndia"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","https://twitter.comnull",,,"false",,"true","0","0","1822177814663024983","Starbucks India","0","true","Hi Siddhartha - We are sorry to hear about that. Please DM us your contact number, our Customer Care Team would connect with you.","2024-08-10T07:47:00.000Z","0","@StarbucksIndia"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","https://twitter.comnull",,,"false",,"true","0","0","1822177193746628903","Starbucks India","0","true","Hi Neha - We are sorry to hear about that. Please DM us your contact number, our Customer Care Team would connect with you.","2024-08-10T07:44:00.000Z","0","@StarbucksIndia"
,,,,,,,,,,,,,,,,,,,,,,,,,"https://twitter.com/search?q=%23SHOCKING","https://www.instagram.com/p/C-ecSL9P4ro/?igsh=MWR5NjUzNDBxMWh6eQ==","https://twitter.com/search?q=%23Mumbai","https://twitter.com/search?q=%23Zomato","https://twitter.com/search?q=%23Starbucks","https://twitter.com/search?q=%23CoffeeLove","https://twitter.com/search?q=%23Loyalty","https://twitter.com/search?q=%23ExtraordinaryBilling","https://twitter.com/search?q=%23india","https://twitter.com/search?q=%23theassaminsight",,,,,"0","0","0","0","https://twitter.comnull",,,"false",,"false","0","0","1822125065049366791","The Assam Insight","0","false","#SHOCKING Woman in Mumbai Creates Buzz by Ordering Rs 9.4 Lakh Worth of Coffee on Zomato from Starbucks

Read more on this topic 
instagram.com/p/C-ecSL9P4ro/…

#Mumbai #Zomato #Starbucks #CoffeeLove #Loyalty #ExtraordinaryBilling #india #theassaminsight","2024-08-10T04:17:00.000Z","0","@theassaminsight"
,,,,,,,,,,,,,,,,,,,,,,,,,"https://twitter.com/TataCompanies","https://twitter.com/StarbucksIndia",,,,,,,,,,,,,"0","0","0","0","https://twitter.comnull",,,"false",,"false","0","0","1822106557770764588","Dominic Twyford","0","false","Dear @TataCompanies @StarbucksIndia - I have ordered coffee on 3 separate occasions this week. This is what was delivered each time. I have given my number but no call back? Bit of a disaster!","2024-08-10T03:03:00.000Z","0","@Dom_Twyford"
,,,,,,,,,,,,,,,,,,,,,,,,,"https://twitter.com/StarbucksIndia",,,,,,,,,,,,,,"0","0","0","0","https://twitter.comnull",,,"false",,"false","0","0","1822102410086514703","Dominic Twyford","0","false","Congratulations @StarbucksIndia - you really don’t care!","2024-08-10T02:47:00.000Z","0","@Dom_Twyford"
,,,,,,,,,,,,,,,,,,,,,,,,,"https://invst.ly/15zuhn",,,,,,,,,,,,,,"0","0","0","0","https://twitter.comnull",,,"false",,"false","0","0","1822018056861675647","Investing.com India 🇮🇳","0","false","Starbucks gains in afterhours as activist Starboard takes stake, WSJ says invst.ly/15zuhn","2024-08-09T21:12:00.000Z","0","@investing_ind"
,,,,,,,,,,,,,,,,,,,,,,,,,"https://twitter.com/StarbucksIndia",,,,,,,,,,,,,,"0","0","0","0","https://twitter.comnull",,,"false",,"false","2","0","1821984664317267991","neha vyas","0","false","I ordered cold coffee (tall) of @StarbucksIndia in jodhpur & was disappointed from the quality. Only foam no milk, watery consistency & too sweet! I have ordered before so am aware of the taste but this time it was closing time so was not able to complain there.","2024-08-09T18:59:00.000Z","1","@nehavya30477523"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","https://twitter.comnull",,,"false",,"true","5477","496","1821481369026932901","Oli London","3303","false","Woman complains about having to work as a barista in Starbucks after graduating with a degree in Gender and Queer studies. 

“College gets you nowhere.”","2024-08-08T09:39:00.000Z","17247","@OliLondonTV"
,,,,,,,,,,,,,,,,,,,,,,,,,"https://twitter.com/Starbucks","https://twitter.com/StarbucksIndia","https://twitter.com/search?q=%23Panino","https://twitter.com/search?q=%23OOTW","https://twitter.com/search?q=%23Coffee","https://twitter.com/search?q=%23Cappuccino","https://twitter.com/search?q=%23Nagpur","https://twitter.com/search?q=%23Starbucks","https://twitter.com/search?q=%23StarbucksIndia",,,,,,"0","0","0","0","https://twitter.comnull",,,"false",,"false","0","0","1821949893658718694","Panino Sandwich Co.","0","false","Sip on our Classic Cappuccino—a perfect blend of rich coffee and silky milk foam. Perfectly brewed, just for you. 

Get your coffee fix without breaking the bank! 👀

@Starbucks @StarbucksIndia  

#Panino #OOTW #Coffee #Cappuccino #Nagpur #Starbucks #StarbucksIndia","2024-08-09T16:41:00.000Z","0","@PaninoIndia"
,,,,,,,,,,,,,,,,,,,,,,,,,"https://twitter.com/Starbucks","https://twitter.com/StarbucksIndia",,,,,,,,,,,,,"0","0","0","0","https://twitter.comnull",,,"false",,"false","0","0","1821935208498663531","Abhishek Srivastava","0","false","Flat White at Starbucks Reserve, Horniman Circle, Fort @Starbucks @StarbucksIndia .","2024-08-09T15:42:00.000Z","0","@sriabh"
,,,,,,,,,,,,,,,,,,,,,,,,,"https://twitter.com/StarbucksIndia",,,,,,,,,,,,,,"0","0","0","0","https://twitter.comnull",,,"false",,"false","0","0","1821909360395612429","Nitesh","0","false","@StarbucksIndia why use cheap milk in your coffee?","2024-08-09T14:00:00.000Z","0","@knite_sh"
,,,,,,,,,,,,,,,,,,,,,,,,,"https://twitter.com/search?q=%23varunsheeda","https://twitter.com/search?q=%23friendsandfamily","https://twitter.com/search?q=%23lifestyle","https://twitter.com/Starbucks","https://twitter.com/StarbucksIndia","https://twitter.com/search?q=%23starbucks",,,,,,,,,"0","0","0","0","https://twitter.comnull",,,"false",,"false","0","0","1821865886635938140","VARUN SHEEDA","0","false","#varunsheeda #friendsandfamily #lifestyle 🤍
@starbucks @starbucksindia #starbucks","2024-08-09T11:07:00.000Z","0","@Varunsheeda"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","https://twitter.comnull",,,"false",,"false","0","0","1821847619838341352","アイおじ(=アイスのおっさん)","0","true","あー、かしこ！
それだ！！","2024-08-09T09:54:00.000Z","1","@oimohorihor1"
"https://profile_images/1753607146321723393/NPF6f0o0.jpg","アイおじ(=アイスのおっさん)",,,,,,,,,,,,,,,,,,,,"ソーリー、マダーム

コーヒーゼリーとかなんでインドにないんですかね？
ファルーダとかあるのに。苦いから？","2024-08-09T09:12:00.000Z","https://twitter.com/oimohorihor1/status/1821836890162786761","@oimohorihor1","https://twitter.com/StarbucksIndia",,,,,,,,,,,,,,"0","0","0","0","https://twitter.comnull",,,"false",,"false","1","0","1821845528872955926","インド嫁","0","true","そうだ！スタバ@StarbucksIndia でぜひコーヒーゼリーを展開して欲しい","2024-08-09T09:46:00.000Z","2","@indoyome3"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","https://twitter.comnull",,,"false",,"false","0","0","1821817447827054700","ਪੀਯੂਸ਼ ਰਤਨ ਭਾਰਦਵਾਜ Piyush Ratan Bhardwaj","0","true","Mainu shuru toh hi bakwas laaga Starbucks specially India ch","2024-08-09T07:55:00.000Z","1","@ghaintbanda25"
"https://profile_images/824965533430849536/5gx8KNlW.jpg","Siddhartha Basu",,"https://twitter.com/TataStarbucks",,,,,,,,,,,,,,,,,,"@TataStarbucks Very disappointed with service provided by your store Pune Mumbai highway, points not credited even after purchase was made","2024-08-09T06:25:00.000Z","https://twitter.com/Sidbasu2004/status/1821794868747715034","@Sidbasu2004","https://twitter.com/StarbucksIndia",,,,,,,,,,,,,,"0","0","0","0","https://twitter.comnull",,,"false",,"false","1","0","1821795285040873932","Siddhartha Basu","0","false","@StarbucksIndia please look into this on priority","2024-08-09T06:26:00.000Z","0","@Sidbasu2004"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","https://twitter.comnull",,,"false",,"true","1008","216","1821343300206334252","Nour Zeidan","23675","false","Israel is RAPING Palestinians and y’all still can’t boycott Starbucks and McDonald’s…","2024-08-08T00:30:00.000Z","46184","@nour_zeidan"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","https://twitter.comnull",,,"false",,"true","0","0","1821778993286418793","Starbucks India","0","true","Hi Kannan - We are sorry to hear about that. Please DM us the store name / location along with your contact number and invoice details , our Customer Care Team would connect with you.","2024-08-09T05:22:00.000Z","0","@StarbucksIndia"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","https://twitter.comnull",,,"false",,"true","0","0","1821778571830194236","Prashant | AI","0","true","Starbucks made coffee a style statement and their cafes a hangout spot. What cafe coffee day did in India if you remember","2024-08-09T05:20:00.000Z","1","@Prashant_1722"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","https://twitter.comnull",,,"false",,"true","0","0","1821768256623145383","Starbucks India","0","true","Hi - We are sorry to hear about that. Please DM us your contact number, our Customer Care Team would connect with you.","2024-08-09T04:39:00.000Z","0","@StarbucksIndia"
,,,,,,,,,,,,,,,,,,,,,,,,,"https://twitter.com/search?q=%23Monsoons",,,,,,,,,,,,,,"0","0","0","0","https://twitter.comnull",,,"false",,"true","0","0","1821758303019659600","Starbucks India","0","false","This monsoon we’ve got a new rule-
When it pours outside 🌧️
We pour inside ☕️🤌🏽

#Monsoons","2024-08-09T04:00:00.000Z","12","@StarbucksIndia"
,,,,,,,,,,,,,,,,,,,,,,,,,"https://twitter.com/StarbucksIndia",,,,,,,,,,,,,,"0","0","0","0","https://twitter.comnull",,,"false",,"false","3","0","1821718051399573706","Kannan","0","false","Dear @StarbucksIndia Passengers like me get up early in the morning to catch a flight  in Delhi Airport. We come to your store for a morning coffee and quick bite, only to be returned back by the cashier saying that they only accept CASH!!

What world are we living in when people","2024-08-09T01:20:00.000Z","0","@AbhiIyer5"
,,,,,,,,,,,,,,,,,,,,,,,,,"https://twitter.com/search?q=%23tea","https://twitter.com/search?q=%23bobatea","https://twitter.com/search?q=%23beverages","https://www.businessinsider.in/retail/news/everyone-from-starbucks-to-chinese-giants-wants-in-on-the-global-boba-tea-craze-meet-the-family-who-started-it-all-/articleshow/112365255.cms",,,,,,,,,,,"0","0","0","0","https://twitter.comnull",,,"false",,"true","0","0","1821614857130483825","Business Insider India🇮🇳","0","false","Everyone from Starbucks to Chinese giants wants in on the global boba tea craze. Meet the family who started it all.

#tea #bobatea #beverages 

businessinsider.in/retail/ne…","2024-08-08T18:30:00.000Z","0","@BiIndia"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","https://twitter.comnull",,,"false",,"false","0","0","1821568429058318761","José Antonio Rosa","0","false","Abaixo está o quadro de medalhas da Índia. Mas os CEOs das empresas Microsoft, Google, YouTube, Adobe, IBM, Starbucks e Delloite são indianos. A Índia que um dia foi um país pobre está se tornando um potência mundial. Estão ganhando a olimpíada da educação e do desenvolvimento.","2024-08-08T15:25:00.000Z","2","@joserosasilva"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","https://twitter.comnull",,,"false",,"false","3","0","1821235089893945633","Rishi Alwani","1","false","I find it utterly fascinating that every Starbucks in India has two cashier counters and every Starbucks in India has only one of the two cashier counters working at any given time.","2024-08-07T17:20:00.000Z","27","@RishiAlwani"
